#Jellyfish(all)100702.txt
#http://forum.enjoysudoku.com/a-pure-jellyfish-collection-t5776.html
#Puzzle,Label,Score,JF>=
1....23...4..1......56....7..4.....6.7.....4.2.....8..3....12......3..8...74....5,W4-tarek-060,3,1
1....23...3..4......56....7..7.....6.2.....8.3.....2..8....31......7..5...68....4,W4-tarek-061,3,1
1....23...2..4......56....7..7.....5.8.....1.3.....2..2....31......6..8...47....6,W4-tarek-062,3,1
1....23...4..5......56....7..6.....5.7.....3.3.....2..2....31......6..8...17....4,W4-tarek-063,4,1
1....23...4..5......34....6..6.....4.2.....7.7.....1..8....17......9..8...46....2,W4-tarek-064,3,1
1....23...2..4......56....1..6.....7.8.....5.2.....4..4....12......5..9...37....6,W4-tarek-065,3,1
1....23...3..4......56....2..2.....7.1.....5.4.....8..8....14......8..3...74....5,W4-tarek-066,3,1
1....23...2..4......51....6..6.....7.3.....5.2.....4..4....38......2..9...85....1,W4-tarek-067,3,1
1....23...4..5......64....7..7.....8.8.....4.2.....9..5....92......1..5...47....6,W4-tarek-068,3,1
1....23...4..1......56....7..6.....5.8.....4.3.....2..2....39......2..1...85....6,W4-tarek-069,3,1
1....23...2..3......45....6..6.....7.4.....6.8.....2..9....38......1..4...76....5,W4-tarek-070,3,1
1....23...4..3......56....7..7.....4.8.....1.3.....5..5....38......1..9...24....6,W4-tarek-071,3,1
1....23...4..5......56....4..4.....6.7.....3.2.....8..8....12......3..8...64....7,W4-tarek-072,3,1
1....23...4..1......56....7..7.....5.8.....7.2.....6..6....32......2..1...47....8,W4-tarek-073,7,1
1....23...2..4......35....4..5.....6.3.....5.7.....2..2....17......8..3...64....5,W4-tarek-074,3,1
1....23...4..5......56....4..7.....6.3.....1.8.....5..5....18......4..9...65....7,W4-tarek-075,3,1
1....23...4..1......56....7..7.....6.8.....5.2.....1..3....12......3..6...97....8,W4-tarek-076,3,1
1....23...4..1......56....4..4.....7.7.....5.3.....1..8....12......2..8...75....6,W4-tarek-077,3,1
1....23...2..1......45....6..6.....7.3.....1.2.....8..3....17......6..5...59....4,W4-tarek-078,3,1
1....23...4..1......56....7..4.....5.2.....4.8.....2..7....18......2..9...35....4,W4-tarek-079,3,1
1....23...4..3......56....4..7.....5.8.....1.9.....2..2....19......6..2...47....3,W4-tarek-080,3,1
1....23...4..1......56....7..8.....5.6.....8.3.....1..2....19......9..3...45....6,W4-tarek-081,3,1
1....23...3..1......45....6..5.....7.6.....4.8.....2..2....38......8..6...67....5,W4-tarek-082,3,1
1....23...2..4......45....6..6.....5.7.....8.8.....2..2....81......9..4...54....7,W4-tarek-083,3,1
1....23...4..1......56....7..7.....6.2.....4.3.....2..5....81......9..7...67....5,W4-tarek-084,4,1
1....23...4..3......56....4..4.....7.7.....6.2.....8..8....32......8..3...64....5,W4-tarek-085,3,1
1....23...4..1......56....7..7.....6.6.....5.2.....8..8....14......2..6...35....1,W4-tarek-086,4,1
1....23...3..4......56....7..6.....8.8.....5.3.....2..4....31......9..8...85....6,W4-tarek-087,3,1
1....23...2..1......45....6..6.....7.7.....5.2.....8..8....12......8..4...57....1,W4-tarek-088,3,1
1....23...2..3......45....6..6.....7.4.....6.8.....2..3....18......9..4...76....5,W4-tarek-089,3,1
1....23...4..5......56....4..7.....5.1.....8.8.....2..2....81......7..3...45....6,W4-tarek-090,4,1
1....23...4..5......56....7..6.....5.8.....3.3.....2..2....81......7..6...75....9,W4-tarek-091,3,1
1....23...4..5......56....4..6.....5.1.....7.7.....2..2....71......8..3...45....6,W4-tarek-092,4,1
1....23...4..3......54....6..6.....5.5.....6.3.....7..2....71......1..7...45....8,W4-tarek-093,3,1
1....23...3..4......56....4..7.....6.8.....2.2.....8..3....82......7..9...64....5,W4-tarek-094,3,1
1....23...4..3......56....7..6.....5.8.....1.9.....2..2....19......7..2...35....6,W4-tarek-095,3,1
1....23...4..5......56....7..7.....5.6.....1.2.....8..7....84......1..2...65....3,W4-tarek-096,7,1
1....23...2..4......53....6..6.....5.4.....6.7.....8..2....17......6..3...85....4,W4-tarek-097,3,1
1....23...3..4......56....7..6.....5.5.....8.2.....7..7....31......2..9...85....6,W4-tarek-098,4,1
1....23...4..5......64....5..5.....7.8.....1.2.....9..3....92......1..9...75....4,W4-tarek-099,3,1
1....23...2..3......45....6..7.....5.8.....4.3.....8..6....31......2..7...54....8,W4-tarek-100,3,1
1....23...3..4......56....7..6.....5.8.....6.7.....2..2....38......6..9...75....4,W4-tarek-101,4,1
1....23...4..5......56....7..8.....5.1.....6.3.....4..2....91......2..8...65....4,W4-tarek-102,3,1
1....23...4..1......56....7..8.....5.9.....7.3.....4..4....32......4..6...65....8,W4-tarek-103,3,1
1....23...4..3......56....4..4.....7.6.....5.8.....2..2....51......1..8...34....6,W4-tarek-104,3,1
1....23...4..5......36....7..8.....3.7.....1.2.....5..5....31......1..4...97....6,W4-tarek-105,3,1
1....23...4..5......56....7..7.....6.6.....4.3.....1..2....38......1..3...47....5,W4-tarek-106,4,1
1....23...4..5......56....7..7.....4.6.....8.2.....1..3....12......4..3...45....6,W4-tarek-107,3,1
1....23...4..5......67....5..8.....6.9.....2.2.....9..3....91......6..9...18....7,W4-tarek-108,3,1
1....23...2..4......56....7..6.....5.5.....8.4.....7..7....31......2..9...85....6,W4-tarek-109,3,1
1....23...4..5......67....4..4.....8.7.....9.5.....1..2....35......1..2...84....7,W4-tarek-110,3,1
1....23...4..1......54....6..6.....5.7.....4.3.....2..8....39......2..1...46....8,W4-tarek-111,3,1
1....23...2..3......45....6..7.....4.4.....7.2.....1..7....38......1..9...64....7,W4-tarek-112,3,1
1....23...2..3......45....6..7.....4.4.....7.8.....1..7....38......1..9...64....7,W4-tarek-113,3,1
1....23...4..5......56....4..7.....6.6.....3.3.....2..2....31......7..8...14....5,W4-tarek-114,3,1
1....23...2..1......45....6..6.....7.5.....6.2.....8..8....12......8..7...74....5,W4-tarek-115,3,1
1....23...2..3......45....6..7.....5.5.....7.8.....1..2....38......1..4...54....7,W4-tarek-116,4,1
1....23...4..3......56....7..7.....5.6.....2.2.....1..3....78......1..3...65....4,W4-tarek-117,3,2
1....23...4..3......56....7..8.....4.6.....5.2.....1..3....12......2..9...48....6,W4-tarek-118,3,1
1....23...4..5......36....1..2.....7.6.....5.3.....1..5....32......8..4...17....6,W4-tarek-119,3,1
1....23...4..1......56....2..6.....3.7.....5.2.....7..7....41......5..6...32....8,W4-tarek-120,4,1
1....23...4..1......56....4..6.....5.5.....7.3.....8..2....31......8..3...47....6,W4-tarek-121,3,1
1....23...4..1......56....7..7.....8.5.....7.3.....4..4....31......4..6...87....5,W4-tarek-122,4,1
1....23......1......45....6..6.....4.5.....6.7.....2..2....37......2..4...84....5,W4-tarek-123,4,1
1....23...3..1......45....6..6.....7.7.....5.3.....8..8....12......3..6...97....4,W4-tarek-124,3,1
1....23...3..4......56....7..8.....9.6.....5.2.....4..4....82......2..3...95....4,W4-tarek-125,4,1
1....23...2..4......51....6..4.....5.3.....7.2.....6..6....32......5..8...78....4,W4-tarek-126,3,1
1....23...4..1......54....6..7.....5.1.....8.3.....2..2....81......6..3...95....7,W4-tarek-127,3,1
1....23...4..5......67....4..4.....8.7.....6.3.....2..2....15......2......84....7,W4-tarek-128,3,1
1....23...4..1......56....7..4.....5.8.....7.3.....2..2....61......2..6...75....8,W4-tarek-129,3,1
1....23...2..4......56....7..7.....5.6.....7.3.....4..2....31......2..6...65....8,W4-tarek-130,4,1
1....23...3..1......45....6..7.....4.2.....1.3.....8..2....39......6..4...54....7,W4-tarek-131,3,1
1....23...4..3......56....7..7.....1.8.....5.2.....4..3....42......2..9...47....5,W4-tarek-132,4,1
1....23...3..1......45....6..7.....5.4.....6.2.....8..3....61......3..2...54....7,W4-tarek-133,3,1
1....23...3..4......56....4..6.....7.2.....8.3.....1..9....32......6..9...74....5,W4-tarek-134,3,1
1....23...2..1......45....6..6.....7.7.....5.3.....8..9....31......8..7...57....4,W4-tarek-135,3,1
1....23...3..4......56....7..4.....5.8.....1.3.....2..2....38......7..5...61....4,W4-tarek-136,3,1
1....23...4..5......67....4..4.....7.8.....6.5.....1..3....65......2..1...74....8,W4-tarek-137,3,1
1....23...2..1......45....6..6.....4.5.....7.2.....8..8....37......5..1...74....5,W4-tarek-138,3,1
1....23...4.........56....4..4.....6.7.....3.2.....1..5....18......8..2...64....7,W4-tarek-139,4,1
1....23...4..1......54....6..6.....5.3.....4.7.....8..2....17......7..8...45....3,W4-tarek-140,3,1
1....23...4..3......56....7..8.....5.7.....1.3.....2..2....14......5..8...97....3,W4-tarek-141,3,1
1....23...4..5......64....7..8.....4.9.....6.7.....1..3....57......1..2...46....9,W4-tarek-142,4,1
1....23...4..1......35....6..5.....4.6.....5.2.....7..8....35......2..6...64....9,W4-tarek-143,3,1
1....23...3..1......45....6..5.....4.7.....5.3.....2..2....81......2..7...94....5,W4-tarek-144,3,1
1....23...4..1......56....4..6.....7.7.....6.2.....8..8....12......3..9...47....6,W4-tarek-145,3,1
1....23...3..4......56....4..6.....7.8.....2.2.....8..3....82......5..9...74....6,W4-tarek-146,3,1
1....23...4..3......54....6..6.....3.7.....1.3.....2..2....17......5..6...83....4,W4-tarek-147,3,1
1....23...4..5......56....7..8.....6.3.....9.2.....4..9....42......1..5...69....3,W4-tarek-148,3,1
1....23...4..5......67....8..4.....7.7.....1.5.....2..8....15......2..3...76....4,W4-tarek-149,3,1
1....23...3..4......45....6..6.....7.4.....2.3.....1..8....14......3..9...26....5,W4-tarek-150,4,1
1....23...4..1......56....7..8.....5.5.....7.3.....2..2....34......2..1...78....6,W4-tarek-151,3,1
1....23...2..4......35....4..4.....6.7.....1.8.....2..2....18......9..5...54....3,W4-tarek-152,4,1
1....23...4..3......54....1..6.....4.7.....5.3.....8..2....39......9..2...45....6,W4-tarek-153,4,1
1....23...4..1......56....7..7.....6.6.....4.8.....2..2....34......4..7...97....5,W4-tarek-154,3,1
1....23...4..3......56....4..4.....5.5.....7.3.....8..2....31......2..8...64....7,W4-tarek-155,3,1
1....23...3..4......56....7..6.....8.9.....5.2.....4..4....12......2..3...85.....,W4-tarek-156,3,1
1....23...4..5......54....6..6.....7.5.....3.2.....8..3....81......4......76....5,W4-tarek-157,3,1
1....23...2..4......56....7..7.....6.8.....5.2.....8..4....51......9..7...67....4,W4-tarek-158,3,1
1....23...4..1......56....7..7.....6.5.....4.8.....2..2....81......2..8...67....5,W4-tarek-159,3,1
1....23...4..1......56....7..8.....4.6.....5.3.....2..2....31......9..2...48....6,W4-tarek-160,3,1
1....23...2..4......45....6..6.....5.7.....1.8.....2..2....87......9..5...56....4,W4-tarek-161,3,1
1....23...2..4......56....7..7.....2.6.....5.3.....4..4....32......1..6...27....8,W4-tarek-162,4,1
1....23...4..3......56....7..8.....5.6.....3.9.....2..2....91......2..9...78....6,W4-tarek-163,4,1
1....23...3..4......56....7..7.......4.....8.2.....4..4....32......9..1...87....5,W4-tarek-164,4,1
1....23...4..5......34....6..6.....4.7.....2.8.....5..2....17......8..1...46....3,W4-tarek-165,3,1
1....23...4..5......56....1..4.....6.7.....8.3.....2..2....91......3..2...64....9,W4-tarek-166,3,1
1....23...4..1......35....6..6.....7.5.....6.4.....2..2....18......3..2...76....5,W4-tarek-167,3,1
1....23...2..4......56....7..7.....6.3.....8.2.....1..8....32......1..6...48....5,W4-tarek-168,4,1
1....23...4..1......56....7..6.....8.2.....5.3.....4..4....31......4..6...85....2,W4-tarek-169,3,1
1....23...4..5......26....4..4.....6.7.....8.5.....1..2....59......3..5...64....7,W4-tarek-170,7,1
1....23...2..3......45....6..6.....5.7.....8.9.....2..4....39......2..6...56....4,W4-tarek-171,3,1
1....23...4..1......56....7..4.....6.8.....5.3.....2..2....31......2..9...64....8,W4-tarek-172,3,1
1....23...2..4......56....7..8.....6.5.....8.3.....4..4....31......6..3...67....5,W4-tarek-173,4,1
1....23...3..4......56....7..3.....8.7.....5.2.....4..4....31......2..4...68....5,W4-tarek-174,3,1
1....23...4..3......56....1..7.....6.5.....8.3.....1..2....37......1..2...68....5,W4-tarek-175,3,1
1....23...4..3......56....1..4.....5.6.....7.3.....1..2....38......1..2...75....6,W4-tarek-176,4,1
1....23...2..4......56....7..7.....6.......5.3.....2..8....41......1..6...67....9,W4-tarek-177,3,1
1....23...2..4......56....7..3.....5.5.....6.4.....8..8....34......6..9...75....2,W4-tarek-178,3,1
1....23...2..4......56....7..7.....2.5.....8.3.....4..4....32......1..9...27....6,W4-tarek-179,3,1
1....23...4..1......56....7..8.....5.5.....7.3.....4..4....32......4..8...98....6,W4-tarek-180,3,1
1....23...4..1......56....7..7.....6.6.....5.3.....2..8....31......2......65....8,W4-tarek-181,3,2
1....23...4..5......56....4..6.....5.3.....7.7.....2..2....31......8..2...45....6,W4-tarek-182,4,1
1....23...4..3......51....6..7.....8.1.....6.3.....2..2....34......4..7...86....1,W4-tarek-183,3,1
1....23...4..1......35....4..4.....5.6.....7.2.....8..8....39......8..2...54....6,W4-tarek-184,3,1
1....23...4..5......34....6..6.....4.3.....1.2.....7..3....18......9..2...46....5,W4-tarek-185,3,1
1....23...2..4......56....7..7.....1.6.....5.8.....4..4....38......1..6...67....5,W4-tarek-186,3,1
1....23...4..1......56....7..8.....6.9.....5.2.....4..8....12......2..6...68....9,W4-tarek-187,3,1
1....23...2..4......35....6..6.....5.3.....7.8.....4..4....18......2..5...56....3,W4-tarek-188,4,1
1....23...4..1......56....4..4.....7.7.....6.2.....8..8....32......2..3...64....5,W4-tarek-189,4,1
1....23...3..4......56....7..7.....4.6.....7.3.....8..9....31......9..5...45....6,W4-tarek-190,7,1
1....23...4..5......63....7..7.....8.6.....5.2.....9..5....12......9..3...87....6,W4-tarek-191,3,1
1....23...4..3......56....4..4.....7.6.....5.3.....8..2....31......1......74....6,W4-tarek-192,3,1
1....23...3..4......45....6..7.....5.2.....8.3.....1..9....32......5..6...59....7,W4-tarek-193,3,1
1....23...4..1......35....6..6.....7.7.....5.2.....8..8....92......2..1...57....3,W4-tarek-194,3,1
1....23...4..3......56....7..7.....2.1.....4.3.....8..2....34......7..5...92....6,W4-tarek-195,3,1
1....23...4..3......25....6..7.....8.5.....6.3.....2..2....39......1..7...64....5,W4-tarek-196,3,1
1....23...4..5......56....7..7.....5.2.....8.8.....1..3....18......7..9...45....6,W4-tarek-197,4,1
1....23...2..3......45....6..7.....4.5.....6.3.....8..8....32......6..7...14....5,W4-tarek-198,3,1
1....23...4..5......63....7..7.....6.8.....2.2.....4..3....48......7..4...56....9,W4-tarek-199,3,1
1....23...2..4......56....7..7.....4.8.....3.3.....1..2....18......7..4...64....5,W4-tarek-200,3,1
1....23...4..5......36....7..5.....3.6.....1.8.....9..9....12......9..8...67....5,W4-tarek-201,3,1
1....23...4..5......36....7..7.....3.6.....1.8.....9..9....12......9..5...63....4,W4-tarek-202,3,1
1....23...4..5......56....7..7.....6.5.....2.8.....4..3....89......2..8...64....5,W4-tarek-203,4,1
1....23...4..5......56....4..4.....7.7.....8.3.....1..8....32......1..3...75....6,W4-tarek-204,3,1
1....23...2..4......35....6..6.....7.7.....5.4.....6..6....82......1..4...57....8,W4-tarek-205,7,1
1....23...4..1......54....6..7.....5.8.....4.3.....2..2....39......2..1...85....7,W4-tarek-206,3,1
1....23...4..3......56....7..7.....5.8.....1.3.....2..2....18......6..5...17....3,W4-tarek-207,3,1
1....23...3..4......56....7..6.....5.8.....6.3.....4..4....31......6..2...19....8,W4-tarek-208,7,1
1....23...4..5......56....7..7.....4.6.....7.3.....8..2....15......3..1...47....6,W4-tarek-209,7,1
1....23...4..5......56....7..7.....8.3.....9.9.....2..2....31......8..3...95....6,W4-tarek-210,3,1
1....23...4..1......56....4..7.....5.6.....4.3.....8..8....32......8..3...45....6,W4-tarek-211,4,1
1....23...4..5......67....2..8.....7.7.....4.3.....5..5....31......2..5...46....8,W4-tarek-212,7,1
1....23...4..5......56....7..4.....5.2.....8.3.....2..8....31......4..2...97....6,W4-tarek-213,3,1
1....23...4..1......56....7..7.....5.6.....1.2.....8..3....12......3..8...47....6,W4-tarek-214,3,1
1....23...3..4......56....1..7.....5.4.....8.3.....2..2....84......3..1...65....7,W4-tarek-215,3,1
1....23...2..1......45....6..7.....4.3.....5.2.....8..8....31......4..6...56....7,W4-tarek-216,3,1
1....23...2..1......45....6..6.....4.7.....5.8.....9..2....81......5..7...54....2,W4-tarek-217,3,1
1....23...4..3......56....7..8.....4.2.....5.3.....9..9....32......5..4...17....8,W4-tarek-218,3,1
1....23...3..4......45....6..7.....8.4.....1.6.....2..2....19......2..3...68....4,W4-tarek-219,3,1
1....23...4..5......26....7..3.....4.8.....7.5.....9..9....36......9..5...74....8,W4-tarek-220,3,1
1....23...4..5......67....4..4.....8.7.....6.2.....1..3....15......3......84....7,W4-tarek-221,3,1
1....23...2..3......45....6..7.....5.6.....7.8.....2..2....38......8..9...67....4,W4-tarek-222,3,1
1....23...4..1......56....7..4.....8.7.....5.3.....2..2....31......2..6...85....4,W4-tarek-223,3,1
1....23...2..3......45....6..6.....4.7.....6.3.....8..8....12......6..7...94....3,W4-tarek-224,3,1
1....23...4..5......64....5..4.....6.3.....1.7.....8..8....71......6..2...58....4,W4-tarek-225,3,1
1....23...4..5......53....4..4.....6.7.....8.2.....1..3....82......3..1...64....7,W4-tarek-226,4,1
1....23...3..1......45....6..6.....7.8.....3.2.....1..3....82......4..7...76....5,W4-tarek-227,3,1
1....23...2..4......35....6..6.....5.7.....1.8.....2..2....87......6..5...59....3,W4-tarek-228,4,1
1....23...4..5......64....7..7.....6.8.....3.3.....1..5....32......2..9...16....4,W4-tarek-229,3,1
1....23...3..4......45....6..7.....4.8.....7.3.....2..2....31......7..6...16....5,W4-tarek-230,3,1
1....23...4..3......56....4..4.....6.7.....5.3.....8..5....32......1..8...64....5,W4-tarek-231,4,1
1....23...3..4......56....7..7.....8.6.....5.3.....2..4....31......1..2...87....5,W4-tarek-232,3,1
1....23...3..1......45....6..5.....4.7.....5.3.....2..2....81......2..9...74....5,W4-tarek-233,3,1
1....23...3..4......56....7..8.....5.5.....6.2.....4..4....31......1......65....8,W4-tarek-234,3,1
1....23...4..5......64....7..5.....4.3.....2.2.....8..5....81......7..8...45....6,W4-tarek-235,4,1
1....23...2..4......35....6..5.....3.7.....1.8.....2..2....17......5..3...96....4,W4-tarek-236,4,1
1....23...2..4......56....7..4.....5.3.....8.8.....7..7....31......5..2...61....4,W4-tarek-237,3,1
1....23...4..5......51....6..6.....5.2.....3.3.....7..2....71......8..2...96....4,W4-tarek-238,3,1
1....23...4..5......51....6..6.....5.2.....3.3.....7..2....71......8..2...86....4,W4-tarek-239,3,1
1....23...4..1......53....6..6.....7.7.....1.8.....9..9....12......2..5...75....3,W4-tarek-240,3,1
1....23...3..1......45....6..6.....4.5.....7.2.....8..3....91......3..2...74....5,W4-tarek-241,3,1
1....23...3..1......45....6..6.....7.4.....5.8.....2..3....81......3..6...57....4,W4-tarek-242,3,1
1....23...4..3......56....7..6.....8.8.....4.2.....1..9....32......1..3...85....6,W4-tarek-243,3,1
1....23...3..4......45....6..5.....4.2.....1.3.....7..8....12......6..3...94....5,W4-tarek-244,3,1
1....23...4..3......56....7..7.....6.5.....7.2.....4..3....82......1..8...67....5,W4-tarek-245,3,1
1....23...4..5......67....4..4.....7.8.....6.5.....2..6....19......2..5...74....8,W4-tarek-246,7,1
1....23...2..4......45....6..6.....4.3.....7.8.....2..7....18......6..9...14....5,W4-tarek-247,3,1
1....23...4..5......34....6..5.....7.8.....1.6.....2..2....16......2..9...78....4,W4-tarek-248,3,1
1....23...4..1......56....2..6.....3.7.....5.2.....8..7....81......5..6...32....9,W4-tarek-249,7,1
1....23...4..5......34....6..6.....4.7.....3.2.....8..8....12......8..1...46....5,W4-tarek-250,7,1
1....23...2..4......56....4..7.....6.3.....2.4.....8..2....31......5..9...47....5,W4-tarek-251,3,1
1....23...4..1......56....7..7.....3.6.....7.8.....2..2....84......4..5...37....6,W4-tarek-252,3,1
1....23...2..4......56....7..4.....8.3.....5.7.....6..6....39......5..3...81....4,W4-tarek-253,3,1
1....23...4..1......56....7..7.....6.3.....5.4.....8..8....12......2..6...67....3,W4-tarek-254,7,1
1....23...3..4......56....7..3.....8.6.....7.2.....4..4....31......2..4...87....5,W4-tarek-255,3,1
1....23...4..5......56....7..7.....4.5.....1.3.....8..8....12......7..3...45....9,W4-tarek-256,3,1
1....23...2..3......45....6..6.....4.7.....5.2.....8..8....39......7..6...56....7,W4-tarek-257,3,1
1....23...2..3......45....6..6.....4.4.....5.2.....7..7....38......9..6...56....9,W4-tarek-258,3,1
1....23......4......56....7..7.....4.6.....5.8.....2..2....18......2..1...47....5,W4-tarek-259,3,1
1....23...4..3......56....7..7.....6.5.....7.3.....4..2....41.........8...67....5,W4-tarek-260,3,1
1....23...4..5......54....6..6.....4.3.....2.2.....1..7....32......8..7...45....8,W4-tarek-261,7,1
1....23...2..4......56....1..4.....7.3.....5.8.....2..6....38......9..3...75....4,W4-tarek-262,3,1
1....23...4..1......56....4..4.....5.6.....7.2.....1..7....18......8..3...35....6,W4-tarek-263,7,1
1....23...4..5......56....7..7.....6.3.....1.2.....8..3....12......6..3...67....4,W4-tarek-264,4,1
1....23...4..5......67....2..7.....1.8.....6.3.....5..5....31......2..5...89....6,W4-tarek-265,3,1
1....23...4..1......54....6..6.....3.3.....4.7.....2..8....17......8..9...46....5,W4-tarek-266,7,1
1....23...4..1......25....6..6.....4.5.....6.3.....1..7....18......6..2...94....5,W4-tarek-267,3,1
1....23...3..4......56....7..8.....5.6.....1.3.....4..4....92......1..3...75....8,W4-tarek-268,4,1
1....23...4..5......56....4..4.....7.6.....8.2.....1..3....82......2..3...75....6,W4-tarek-269,3,1
1....23...4..5......63....1..7.....3.8.....6.5.....4..2....85......6..9...31....7,W4-tarek-270,3,1
1....23...3..1......45....6..6.....4.7.....6.3.....2..2....81......6..9...94....7,W4-tarek-271,3,1
1....23...4..5......36....4..4.....7.6.....8.2.....9..9....35......2..1...74....6,W4-tarek-272,3,1
1....23...3..4......56....1..7.....5.1.....3.8.....2..2....31......7..9...85....6,W4-tarek-273,3,1
1....23...3..4......56....7..7.....6.6.....5.8.....4..4....12......2..8...67....5,W4-tarek-274,3,1
1....23...4..3......54....6..4.....7.7.....5.3.....2..2....31......1..8...67....5,W4-tarek-275,3,1
1....23...4..5......36....7..7.....6.6.....5.8.....1..5....82......1..8...67....3,W4-tarek-276,4,1
1....23...4..3......56....7..7.....6.8.....9.3.....1..2....14......4..6...67....5,W4-tarek-277,3,1
1....23...4..3......56....7..7.....6.2.....5.3.....1..2....14......8..6...67....2,W4-tarek-278,4,1
1....23...4..3......56....7..8.....5.6.....9.2.....4..4....31......4..2...95....8,W4-tarek-279,3,1
1....23...2..4......45....6..5.....4.7.....1.8.....2..2....87......9..6...64....5,W4-tarek-280,3,1
1....23...3..4......56....7..7.....6.8.....5.2.....1..3....12......2..7...95....8,W4-tarek-281,3,1
1....23...2..4......56....7..4.....1.3.....7.8.....2..2....38......5..4...17....6,W4-tarek-282,3,1
1....23...2..4......56....7..7.....4.3.....8.8.....1..2....18......5..1...47....6,W4-tarek-283,3,1
1....23...4..1......56....7..7.....6.8.....9.3.....4..4....12......3..6...67....5,W4-tarek-284,3,1
1....23...4..1......54....6..4.....7.5.....8.3.....9..9....12......2..4...76....5,W4-tarek-285,3,1
